id,text_clean,text_emojis_mapped,text_lemma,n_tokens
3877,mma community let s see them tears fall about as jon laughs daily at you guys lol,mma community let s see them tears fall about as jon laughs daily at you guys lol,mma community let s see they tear fall about as jon laugh daily at you guy lol,17
3878,why is everyone just okay with jone being crazy  this guy may be the best but he is a two faced  cheating  domestic abusing  drug addict and he never changes because he knows he will always get another chance  in real life the heros don t always win,why is everyone just okay with jone being crazy  this guy may be the best but he is a two faced  cheating  domestic abusing  drug addict and he never changes because he knows he will always get another chance  in real life the heros don t always win,why be everyone just okay with jone be crazy this guy may be the good but he be a two faced cheat domestic abuse drug addict and he never change because he know he will always get another chance in real life the heros don t always win,48
3879,he couldn t know if he could beat anyone because he doesn t watch film to prepare for a fight which is not surprising at all,he couldn t know if he could beat anyone because he doesn t watch film to prepare for a fight which is not surprising at all,he couldn t know if he could beat anyone because he doesn t watch film to prepare for a fight which be not surprising at all,26
3880,drinking responsibly is possible folks and stop using the term alcoholic so loosely,drinking responsibly is possible folks and stop using the term alcoholic so loosely,drink responsibly be possible folk and stop use the term alcoholic so loosely,13
3881,fedor at pride was the greatest fighter of all time,fedor at pride was the greatest fighter of all time,fedor at pride be the great fighter of all time,10
3882,that s a one scared little girl  🦆,that s a one scared little girl  emoji_duck,that s a one scared little girl emoji_duck,8
3883,"jon jones não tem que provar mais nada pra ninguém  
acho que não existe o fator  motivação  em jones   isso e o principal combustível no lutador","jon jones não tem que provar mais nada pra ninguém  
acho que não existe o fator  motivação  em jones   isso e o principal combustível no lutador",jon jones não tem que provar mais nada pra ninguém acho que não existe o fator motivação em jones isso e o principal combustível no lutador,26
3884,w trainer,w trainer,w trainer,2
3885,dc never quit that s for damn sure,dc never quit that s for damn sure,dc never quit that s for damn sure,8
3886,coke head woman beater with a belt and the other had his career derailed over a joint,coke head woman beater with a belt and the other had his career derailed over a joint,coke head woman beater with a belt and the other have his career derail over a joint,17
3887,gustafson major respect 😮😮😮,gustafson major respect emoji_face_with_open_mouthemoji_face_with_open_mouthemoji_face_with_open_mouth,gustafson major respect emoji_face_with_open_mouthemoji_face_with_open_mouthemoji_face_with_open_mouth,4
3888,jon steroijones,jon steroijones,jon steroijone,2
3889,jones is such a cheater  fingers in the eyes  he lost to alexander gustafsson 1  but the judges gave it to him   i am a christian  but jones has never lived like a christian   i wish that he did not get injured so that stipe could destroy him,jones is such a cheater  fingers in the eyes  he lost to alexander gustafsson 1  but the judges gave it to him   i am a christian  but jones has never lived like a christian   i wish that he did not get injured so that stipe could destroy him,jones be such a cheater finger in the eye he lose to alexander gustafsson 1 but the judge give it to he I be a christian but jones have never live like a christian I wish that he do not get injure so that stipe could destroy he,48
3890,ok  but don t forget that jon jones simply took down the best  and it won t be easy because experience is a blessing of a mental weapon  which not everyone can carry over time  and use it correctly  and jon jones can   therefore  nothing against the english fighter  but jon jones it s been on another level for a long time,ok  but don t forget that jon jones simply took down the best  and it won t be easy because experience is a blessing of a mental weapon  which not everyone can carry over time  and use it correctly  and jon jones can   therefore  nothing against the english fighter  but jon jones it s been on another level for a long time,ok but don t forget that jon jones simply take down the good and it win t be easy because experience be a blessing of a mental weapon which not everyone can carry over time and use it correctly and jon jones can therefore nothing against the english fighter but jon jones it s be on another level for a long time,62
3891,happy retirement dc  it s understandable knowing your competitive nature you d feel down  but nothing to keep your head down about  you only lost two goats of their divisions,happy retirement dc  it s understandable knowing your competitive nature you d feel down  but nothing to keep your head down about  you only lost two goats of their divisions,happy retirement dc it s understandable know your competitive nature you d feel down but nothing to keep your head down about you only lose two goat of their division,30
3892,he doesn t owe him a belt but i could see how it could of been a no contest,he doesn t owe him a belt but i could see how it could of been a no contest,he doesn t owe he a belt but I could see how it could of be a no contest,19
3893,🥱,emoji_yawning_face,emoji_yawning_face,1
3894,tom should tell dayna to go fly a kite  demand undisputed now  or release me  pfl could steal a huge share if they book tom vs frances  tom gets paid and fights the other dude jon ducks  go do slap boxing dayna   of whatever the f it s called,tom should tell dayna to go fly a kite  demand undisputed now  or release me  pfl could steal a huge share if they book tom vs frances  tom gets paid and fights the other dude jon ducks  go do slap boxing dayna   of whatever the f it s called,tom should tell dayna to go fly a kite demand undisputed now or release I pfl could steal a huge share if they book tom vs france tom get pay and fight the other dude jon duck go do slap boxing dayna of whatever the f it s call,49
